0.0118966382	0.0058558048	0.0017058989	0.0294207931	0.1241451129	0.0047347546	0.1177540794	0.6119765043	0.0925104246
0.1833921820	0.0931509733	0.0338645466	0.0141577423	0.0440186039	0.0368511677	0.0286035165	0.0411178693	0.5248433948
0.0345128886	0.0477579832	0.0084018819	0.0486206859	0.0061300886	0.0428491980	0.0022638130	0.0061107744	0.8033527136
0.0676915869	0.2108794302	0.0294281412	0.0217203368	0.1338972598	0.1852043271	0.1189638451	0.0143779283	0.2178371251
0.4597882330	0.0012654803	0.0101307388	0.2396162152	0.0010525830	0.0081462068	0.0004188617	0.1298739016	0.1497077495
0.0005773074	0.0021887547	0.0010263340	0.0004125696	0.0005346897	0.0009662821	0.0001509860	0.0002038519	0.9939392805
0.0159562044	0.0024477439	0.0182274953	0.0254073907	0.0063633434	0.0087692961	0.0024190086	0.0078783976	0.9125310779
0.4487963915	0.0271891151	0.0027564208	0.0052016117	0.0011810368	0.0069848802	0.0003146929	0.0060574440	0.5015183687
0.0445720367	0.0453215912	0.0130272154	0.0659724250	0.0953490958	0.5631262660	0.1173763350	0.0124593480	0.0427956507
0.0007796901	0.1984945387	0.0000937568	0.0000498830	0.0006535528	0.0020099161	0.0001636042	0.0000537841	0.7977012992
0.0337154381	0.0036856411	0.0025410105	0.0117955459	0.0014946231	0.0029423635	0.0003615450	0.0069416938	0.9365221858
0.0130251236	0.0183807053	0.0193077084	0.0474442542	0.0394943617	0.5093865395	0.0334986597	0.0075607011	0.3119019270
0.0576062165	0.0641693026	0.0134925535	0.0098065138	0.1268215179	0.0256673023	0.0599999689	0.0085789971	0.6338576078
0.0000275238	0.0013789446	0.0000608192	0.0000203601	0.0001409509	0.0000893907	0.0000233874	0.0000142225	0.9982444048
0.0001440387	0.0009820685	0.0004171576	0.0007727116	0.0008729380	0.0006696885	0.0001861533	0.0001095378	0.9958457351
